INPUT_TABLE,,,,,,
Variable ID,,,,,,
1,,,,,,
,,,,,,
GCAM_ID,GCAM_region_name,GCAM_AEZ,GCAM_crop,final_above,final_below,Year
10,Latin America,13,OilCrop,1,1,2020
11,Southeast Asia,13,OilCrop,1,1,2020
14,India,13,OilCrop,1,1,2020
1,USA,14,OilCrop,1,1,2020
2,Canada,14,OilCrop,1,1,2020
3,Western Europe,14,OilCrop,1,1,2020
6,Former Soviet Union,14,OilCrop,1,1,2020
7,China,14,OilCrop,1,1,2020
10,Latin America,14,OilCrop,1,1,2020
11,Southeast Asia,14,OilCrop,1,1,2020
14,India,14,OilCrop,1,1,2020
1,USA,15,OilCrop,1,1,2020
2,Canada,15,OilCrop,1,1,2020
3,Western Europe,15,OilCrop,1,1,2020
4,Japan,15,OilCrop,1,1,2020
5,Australia_NZ,15,OilCrop,1,1,2020
6,Former Soviet Union,15,OilCrop,1,1,2020
7,China,15,OilCrop,1,1,2020
10,Latin America,15,OilCrop,1,1,2020
11,Southeast Asia,15,OilCrop,1,1,2020
12,Eastern Europe,15,OilCrop,1,1,2020
14,India,15,OilCrop,1,1,2020
1,USA,16,OilCrop,1,1,2020
2,Canada,16,OilCrop,1,1,2020
3,Western Europe,16,OilCrop,1,1,2020
5,Australia_NZ,16,OilCrop,1,1,2020
6,Former Soviet Union,16,OilCrop,1,1,2020
7,China,16,OilCrop,1,1,2020
10,Latin America,16,OilCrop,1,1,2020
11,Southeast Asia,16,OilCrop,1,1,2020
12,Eastern Europe,16,OilCrop,1,1,2020
14,India,16,OilCrop,1,1,2020
5,Australia_NZ,17,OilCrop,1,1,2020
7,China,17,OilCrop,1,1,2020
10,Latin America,17,OilCrop,1,1,2020
10,Latin America,18,OilCrop,1,1,2020
5,Australia_NZ,1,OtherArableLand,1,1,2020
8,Middle East,1,OtherArableLand,1,1,2020
9,Africa,1,OtherArableLand,1,1,2020
10,Latin America,1,OtherArableLand,1,1,2020
11,Southeast Asia,1,OtherArableLand,1,1,2020
14,India,1,OtherArableLand,1,1,2020
5,Australia_NZ,2,OtherArableLand,1,1,2020
8,Middle East,2,OtherArableLand,1,1,2020
9,Africa,2,OtherArableLand,1,1,2020
10,Latin America,2,OtherArableLand,1,1,2020
14,India,2,OtherArableLand,1,1,2020
5,Australia_NZ,3,OtherArableLand,1,1,2020
8,Middle East,3,OtherArableLand,1,1,2020
9,Africa,3,OtherArableLand,1,1,2020
10,Latin America,3,OtherArableLand,1,1,2020
11,Southeast Asia,3,OtherArableLand,1,1,2020
14,India,3,OtherArableLand,1,1,2020
3,Western Europe,4,OtherArableLand,1,1,2020
5,Australia_NZ,4,OtherArableLand,1,1,2020
7,China,4,OtherArableLand,1,1,2020
9,Africa,4,OtherArableLand,1,1,2020
10,Latin America,4,OtherArableLand,1,1,2020
11,Southeast Asia,4,OtherArableLand,1,1,2020
14,India,4,OtherArableLand,1,1,2020
5,Australia_NZ,5,OtherArableLand,1,1,2020
7,China,5,OtherArableLand,1,1,2020
9,Africa,5,OtherArableLand,1,1,2020
10,Latin America,5,OtherArableLand,1,1,2020
11,Southeast Asia,5,OtherArableLand,1,1,2020
14,India,5,OtherArableLand,1,1,2020
5,Australia_NZ,6,OtherArableLand,1,1,2020
7,China,6,OtherArableLand,1,1,2020
9,Africa,6,OtherArableLand,1,1,2020
10,Latin America,6,OtherArableLand,1,1,2020
11,Southeast Asia,6,OtherArableLand,1,1,2020
14,India,6,OtherArableLand,1,1,2020
1,USA,7,OtherArableLand,1,1,2020
2,Canada,7,OtherArableLand,1,1,2020
3,Western Europe,7,OtherArableLand,1,1,2020
5,Australia_NZ,7,OtherArableLand,1,1,2020
6,Former Soviet Union,7,OtherArableLand,1,1,2020
7,China,7,OtherArableLand,1,1,2020
8,Middle East,7,OtherArableLand,1,1,2020
9,Africa,7,OtherArableLand,1,1,2020
10,Latin America,7,OtherArableLand,1,1,2020
11,Southeast Asia,7,OtherArableLand,1,1,2020
14,India,7,OtherArableLand,1,1,2020
1,USA,8,OtherArableLand,1,1,2020
2,Canada,8,OtherArableLand,1,1,2020
3,Western Europe,8,OtherArableLand,1,1,2020
5,Australia_NZ,8,OtherArableLand,1,1,2020
6,Former Soviet Union,8,OtherArableLand,1,1,2020
7,China,8,OtherArableLand,1,1,2020
8,Middle East,8,OtherArableLand,1,1,2020
9,Africa,8,OtherArableLand,1,1,2020
10,Latin America,8,OtherArableLand,1,1,2020
11,Southeast Asia,8,OtherArableLand,1,1,2020
12,Eastern Europe,8,OtherArableLand,1,1,2020
14,India,8,OtherArableLand,1,1,2020
1,USA,9,OtherArableLand,1,1,2020
2,Canada,9,OtherArableLand,1,1,2020
3,Western Europe,9,OtherArableLand,1,1,2020
4,Japan,9,OtherArableLand,1,1,2020
5,Australia_NZ,9,OtherArableLand,1,1,2020
6,Former Soviet Union,9,OtherArableLand,1,1,2020
7,China,9,OtherArableLand,1,1,2020
8,Middle East,9,OtherArableLand,1,1,2020
9,Africa,9,OtherArableLand,1,1,2020
10,Latin America,9,OtherArableLand,1,1,2020
11,Southeast Asia,9,OtherArableLand,1,1,2020
12,Eastern Europe,9,OtherArableLand,1,1,2020
14,India,9,OtherArableLand,1,1,2020
1,USA,10,OtherArableLand,1,1,2020
2,Canada,10,OtherArableLand,1,1,2020
3,Western Europe,10,OtherArableLand,1,1,2020
4,Japan,10,OtherArableLand,1,1,2020
5,Australia_NZ,10,OtherArableLand,1,1,2020
6,Former Soviet Union,10,OtherArableLand,1,1,2020
7,China,10,OtherArableLand,1,1,2020
8,Middle East,10,OtherArableLand,1,1,2020
9,Africa,10,OtherArableLand,1,1,2020
10,Latin America,10,OtherArableLand,1,1,2020
11,Southeast Asia,10,OtherArableLand,1,1,2020
12,Eastern Europe,10,OtherArableLand,1,1,2020
13,Korea,10,OtherArableLand,1,1,2020
14,India,10,OtherArableLand,1,1,2020
1,USA,11,OtherArableLand,1,1,2020
2,Canada,11,OtherArableLand,1,1,2020
3,Western Europe,11,OtherArableLand,1,1,2020
4,Japan,11,OtherArableLand,1,1,2020
5,Australia_NZ,11,OtherArableLand,1,1,2020
6,Former Soviet Union,11,OtherArableLand,1,1,2020
7,China,11,OtherArableLand,1,1,2020
9,Africa,11,OtherArableLand,1,1,2020
10,Latin America,11,OtherArableLand,1,1,2020
11,Southeast Asia,11,OtherArableLand,1,1,2020
12,Eastern Europe,11,OtherArableLand,1,1,2020
13,Korea,11,OtherArableLand,1,1,2020
14,India,11,OtherArableLand,1,1,2020
1,USA,12,OtherArableLand,1,1,2020
3,Western Europe,12,OtherArableLand,1,1,2020
4,Japan,12,OtherArableLand,1,1,2020
5,Australia_NZ,12,OtherArableLand,1,1,2020
6,Former Soviet Union,12,OtherArableLand,1,1,2020
7,China,12,OtherArableLand,1,1,2020
9,Africa,12,OtherArableLand,1,1,2020
10,Latin America,12,OtherArableLand,1,1,2020
11,Southeast Asia,12,OtherArableLand,1,1,2020
12,Eastern Europe,12,OtherArableLand,1,1,2020
14,India,12,OtherArableLand,1,1,2020
1,USA,13,OtherArableLand,1,1,2020
2,Canada,13,OtherArableLand,1,1,2020
3,Western Europe,13,OtherArableLand,1,1,2020
6,Former Soviet Union,13,OtherArableLand,1,1,2020
7,China,13,OtherArableLand,1,1,2020
10,Latin America,13,OtherArableLand,1,1,2020
11,Southeast Asia,13,OtherArableLand,1,1,2020
14,India,13,OtherArableLand,1,1,2020
1,USA,14,OtherArableLand,1,1,2020
2,Canada,14,OtherArableLand,1,1,2020
3,Western Europe,14,OtherArableLand,1,1,2020
6,Former Soviet Union,14,OtherArableLand,1,1,2020
7,China,14,OtherArableLand,1,1,2020
10,Latin America,14,OtherArableLand,1,1,2020
11,Southeast Asia,14,OtherArableLand,1,1,2020
14,India,14,OtherArableLand,1,1,2020
1,USA,15,OtherArableLand,1,1,2020
2,Canada,15,OtherArableLand,1,1,2020
3,Western Europe,15,OtherArableLand,1,1,2020
4,Japan,15,OtherArableLand,1,1,2020
5,Australia_NZ,15,OtherArableLand,1,1,2020
6,Former Soviet Union,15,OtherArableLand,1,1,2020
7,China,15,OtherArableLand,1,1,2020
10,Latin America,15,OtherArableLand,1,1,2020
11,Southeast Asia,15,OtherArableLand,1,1,2020
12,Eastern Europe,15,OtherArableLand,1,1,2020
14,India,15,OtherArableLand,1,1,2020
1,USA,16,OtherArableLand,1,1,2020
2,Canada,16,OtherArableLand,1,1,2020
3,Western Europe,16,OtherArableLand,1,1,2020
5,Australia_NZ,16,OtherArableLand,1,1,2020
6,Former Soviet Union,16,OtherArableLand,1,1,2020
7,China,16,OtherArableLand,1,1,2020
10,Latin America,16,OtherArableLand,1,1,2020
11,Southeast Asia,16,OtherArableLand,1,1,2020
12,Eastern Europe,16,OtherArableLand,1,1,2020
14,India,16,OtherArableLand,1,1,2020
5,Australia_NZ,17,OtherArableLand,1,1,2020
7,China,17,OtherArableLand,1,1,2020
10,Latin America,17,OtherArableLand,1,1,2020
10,Latin America,18,OtherArableLand,1,1,2020
5,Australia_NZ,1,OtherGrain,1,1,2020
8,Middle East,1,OtherGrain,1,1,2020
9,Africa,1,OtherGrain,1,1,2020
10,Latin America,1,OtherGrain,1,1,2020
11,Southeast Asia,1,OtherGrain,1,1,2020
14,India,1,OtherGrain,1,1,2020
5,Australia_NZ,2,OtherGrain,1,1,2020
8,Middle East,2,OtherGrain,1,1,2020
9,Africa,2,OtherGrain,1,1,2020
10,Latin America,2,OtherGrain,1,1,2020
14,India,2,OtherGrain,1,1,2020
5,Australia_NZ,3,OtherGrain,1,1,2020
8,Middle East,3,OtherGrain,1,1,2020
9,Africa,3,OtherGrain,1,1,2020
10,Latin America,3,OtherGrain,1,1,2020
11,Southeast Asia,3,OtherGrain,1,1,2020
14,India,3,OtherGrain,1,1,2020
3,Western Europe,4,OtherGrain,1,1,2020
5,Australia_NZ,4,OtherGrain,1,1,2020
7,China,4,OtherGrain,1,1,2020
9,Africa,4,OtherGrain,1,1,2020
10,Latin America,4,OtherGrain,1,1,2020
11,Southeast Asia,4,OtherGrain,1,1,2020
14,India,4,OtherGrain,1,1,2020
5,Australia_NZ,5,OtherGrain,1,1,2020
7,China,5,OtherGrain,1,1,2020
9,Africa,5,OtherGrain,1,1,2020
10,Latin America,5,OtherGrain,1,1,2020
11,Southeast Asia,5,OtherGrain,1,1,2020
14,India,5,OtherGrain,1,1,2020
5,Australia_NZ,6,OtherGrain,1,1,2020
7,China,6,OtherGrain,1,1,2020
9,Africa,6,OtherGrain,1,1,2020
10,Latin America,6,OtherGrain,1,1,2020
11,Southeast Asia,6,OtherGrain,1,1,2020
14,India,6,OtherGrain,1,1,2020
1,USA,7,OtherGrain,1,1,2020
2,Canada,7,OtherGrain,1,1,2020
3,Western Europe,7,OtherGrain,1,1,2020
5,Australia_NZ,7,OtherGrain,1,1,2020
6,Former Soviet Union,7,OtherGrain,1,1,2020
7,China,7,OtherGrain,1,1,2020
8,Middle East,7,OtherGrain,1,1,2020
9,Africa,7,OtherGrain,1,1,2020
10,Latin America,7,OtherGrain,1,1,2020
11,Southeast Asia,7,OtherGrain,1,1,2020
14,India,7,OtherGrain,1,1,2020
1,USA,8,OtherGrain,1,1,2020
2,Canada,8,OtherGrain,1,1,2020
3,Western Europe,8,OtherGrain,1,1,2020
5,Australia_NZ,8,OtherGrain,1,1,2020
6,Former Soviet Union,8,OtherGrain,1,1,2020
7,China,8,OtherGrain,1,1,2020
8,Middle East,8,OtherGrain,1,1,2020
9,Africa,8,OtherGrain,1,1,2020
10,Latin America,8,OtherGrain,1,1,2020
11,Southeast Asia,8,OtherGrain,1,1,2020
12,Eastern Europe,8,OtherGrain,1,1,2020
14,India,8,OtherGrain,1,1,2020
1,USA,9,OtherGrain,1,1,2020
2,Canada,9,OtherGrain,1,1,2020
3,Western Europe,9,OtherGrain,1,1,2020
4,Japan,9,OtherGrain,1,1,2020
5,Australia_NZ,9,OtherGrain,1,1,2020
6,Former Soviet Union,9,OtherGrain,1,1,2020
7,China,9,OtherGrain,1,1,2020
8,Middle East,9,OtherGrain,1,1,2020
9,Africa,9,OtherGrain,1,1,2020
10,Latin America,9,OtherGrain,1,1,2020
11,Southeast Asia,9,OtherGrain,1,1,2020
12,Eastern Europe,9,OtherGrain,1,1,2020
14,India,9,OtherGrain,1,1,2020
1,USA,10,OtherGrain,1,1,2020
2,Canada,10,OtherGrain,1,1,2020
3,Western Europe,10,OtherGrain,1,1,2020
4,Japan,10,OtherGrain,1,1,2020
5,Australia_NZ,10,OtherGrain,1,1,2020
6,Former Soviet Union,10,OtherGrain,1,1,2020
7,China,10,OtherGrain,1,1,2020
8,Middle East,10,OtherGrain,1,1,2020
9,Africa,10,OtherGrain,1,1,2020
10,Latin America,10,OtherGrain,1,1,2020
11,Southeast Asia,10,OtherGrain,1,1,2020
12,Eastern Europe,10,OtherGrain,1,1,2020
13,Korea,10,OtherGrain,1,1,2020
14,India,10,OtherGrain,1,1,2020
1,USA,11,OtherGrain,1,1,2020
2,Canada,11,OtherGrain,1,1,2020
3,Western Europe,11,OtherGrain,1,1,2020
4,Japan,11,OtherGrain,1,1,2020
5,Australia_NZ,11,OtherGrain,1,1,2020
6,Former Soviet Union,11,OtherGrain,1,1,2020
7,China,11,OtherGrain,1,1,2020
9,Africa,11,OtherGrain,1,1,2020
10,Latin America,11,OtherGrain,1,1,2020
11,Southeast Asia,11,OtherGrain,1,1,2020
12,Eastern Europe,11,OtherGrain,1,1,2020
13,Korea,11,OtherGrain,1,1,2020
14,India,11,OtherGrain,1,1,2020
1,USA,12,OtherGrain,1,1,2020
3,Western Europe,12,OtherGrain,1,1,2020
4,Japan,12,OtherGrain,1,1,2020
5,Australia_NZ,12,OtherGrain,1,1,2020
6,Former Soviet Union,12,OtherGrain,1,1,2020
7,China,12,OtherGrain,1,1,2020
9,Africa,12,OtherGrain,1,1,2020
10,Latin America,12,OtherGrain,1,1,2020
11,Southeast Asia,12,OtherGrain,1,1,2020
12,Eastern Europe,12,OtherGrain,1,1,2020
14,India,12,OtherGrain,1,1,2020
1,USA,13,OtherGrain,1,1,2020
2,Canada,13,OtherGrain,1,1,2020
3,Western Europe,13,OtherGrain,1,1,2020
6,Former Soviet Union,13,OtherGrain,1,1,2020
7,China,13,OtherGrain,1,1,2020
10,Latin America,13,OtherGrain,1,1,2020
11,Southeast Asia,13,OtherGrain,1,1,2020
14,India,13,OtherGrain,1,1,2020
1,USA,14,OtherGrain,1,1,2020
2,Canada,14,OtherGrain,1,1,2020
3,Western Europe,14,OtherGrain,1,1,2020
6,Former Soviet Union,14,OtherGrain,1,1,2020
7,China,14,OtherGrain,1,1,2020
10,Latin America,14,OtherGrain,1,1,2020
11,Southeast Asia,14,OtherGrain,1,1,2020
14,India,14,OtherGrain,1,1,2020
1,USA,15,OtherGrain,1,1,2020
2,Canada,15,OtherGrain,1,1,2020
3,Western Europe,15,OtherGrain,1,1,2020
4,Japan,15,OtherGrain,1,1,2020
5,Australia_NZ,15,OtherGrain,1,1,2020
6,Former Soviet Union,15,OtherGrain,1,1,2020
7,China,15,OtherGrain,1,1,2020
10,Latin America,15,OtherGrain,1,1,2020
11,Southeast Asia,15,OtherGrain,1,1,2020
12,Eastern Europe,15,OtherGrain,1,1,2020
14,India,15,OtherGrain,1,1,2020
1,USA,16,OtherGrain,1,1,2020
2,Canada,16,OtherGrain,1,1,2020
3,Western Europe,16,OtherGrain,1,1,2020
5,Australia_NZ,16,OtherGrain,1,1,2020
6,Former Soviet Union,16,OtherGrain,1,1,2020
7,China,16,OtherGrain,1,1,2020
10,Latin America,16,OtherGrain,1,1,2020
11,Southeast Asia,16,OtherGrain,1,1,2020
12,Eastern Europe,16,OtherGrain,1,1,2020
14,India,16,OtherGrain,1,1,2020
5,Australia_NZ,17,OtherGrain,1,1,2020
7,China,17,OtherGrain,1,1,2020
10,Latin America,17,OtherGrain,1,1,2020
10,Latin America,18,OtherGrain,1,1,2020
5,Australia_NZ,1,PalmFruit,1,1,2020
8,Middle East,1,PalmFruit,1,1,2020
9,Africa,1,PalmFruit,1,1,2020
10,Latin America,1,PalmFruit,1,1,2020
11,Southeast Asia,1,PalmFruit,1,1,2020
14,India,1,PalmFruit,1,1,2020
5,Australia_NZ,2,PalmFruit,1,1,2020
9,Africa,2,PalmFruit,1,1,2020
10,Latin America,2,PalmFruit,1,1,2020
14,India,2,PalmFruit,1,1,2020
5,Australia_NZ,3,PalmFruit,1,1,2020
9,Africa,3,PalmFruit,1,1,2020
10,Latin America,3,PalmFruit,1,1,2020
11,Southeast Asia,3,PalmFruit,1,1,2020
14,India,3,PalmFruit,1,1,2020
5,Australia_NZ,4,PalmFruit,1,1,2020
7,China,4,PalmFruit,1,1,2020
9,Africa,4,PalmFruit,1,1,2020
10,Latin America,4,PalmFruit,1,1,2020
11,Southeast Asia,4,PalmFruit,1,1,2020
14,India,4,PalmFruit,1,1,2020
5,Australia_NZ,5,PalmFruit,1,1,2020
7,China,5,PalmFruit,1,1,2020
9,Africa,5,PalmFruit,1,1,2020
10,Latin America,5,PalmFruit,1,1,2020
11,Southeast Asia,5,PalmFruit,1,1,2020
14,India,5,PalmFruit,1,1,2020
5,Australia_NZ,6,PalmFruit,1,1,2020
7,China,6,PalmFruit,1,1,2020
9,Africa,6,PalmFruit,1,1,2020
10,Latin America,6,PalmFruit,1,1,2020
11,Southeast Asia,6,PalmFruit,1,1,2020
14,India,6,PalmFruit,1,1,2020
5,Australia_NZ,7,PalmFruit,1,1,2020
8,Middle East,7,PalmFruit,1,1,2020
9,Africa,7,PalmFruit,1,1,2020
10,Latin America,7,PalmFruit,1,1,2020
11,Southeast Asia,7,PalmFruit,1,1,2020
14,India,7,PalmFruit,1,1,2020
5,Australia_NZ,8,PalmFruit,1,1,2020
9,Africa,8,PalmFruit,1,1,2020
10,Latin America,8,PalmFruit,1,1,2020
11,Southeast Asia,8,PalmFruit,1,1,2020
14,India,8,PalmFruit,1,1,2020
5,Australia_NZ,9,PalmFruit,1,1,2020
9,Africa,9,PalmFruit,1,1,2020
10,Latin America,9,PalmFruit,1,1,2020
14,India,9,PalmFruit,1,1,2020
1,USA,10,PalmFruit,1,1,2020
5,Australia_NZ,10,PalmFruit,1,1,2020
7,China,10,PalmFruit,1,1,2020
9,Africa,10,PalmFruit,1,1,2020
10,Latin America,10,PalmFruit,1,1,2020
11,Southeast Asia,10,PalmFruit,1,1,2020
14,India,10,PalmFruit,1,1,2020
1,USA,11,PalmFruit,1,1,2020
5,Australia_NZ,11,PalmFruit,1,1,2020
7,China,11,PalmFruit,1,1,2020
9,Africa,11,PalmFruit,1,1,2020
10,Latin America,11,PalmFruit,1,1,2020
11,Southeast Asia,11,PalmFruit,1,1,2020
14,India,11,PalmFruit,1,1,2020
1,USA,12,PalmFruit,1,1,2020
5,Australia_NZ,12,PalmFruit,1,1,2020
7,China,12,PalmFruit,1,1,2020
9,Africa,12,PalmFruit,1,1,2020
10,Latin America,12,PalmFruit,1,1,2020
11,Southeast Asia,12,PalmFruit,1,1,2020
14,India,12,PalmFruit,1,1,2020
7,China,13,PalmFruit,1,1,2020
10,Latin America,13,PalmFruit,1,1,2020
11,Southeast Asia,13,PalmFruit,1,1,2020
14,India,13,PalmFruit,1,1,2020
7,China,14,PalmFruit,1,1,2020
10,Latin America,14,PalmFruit,1,1,2020
11,Southeast Asia,14,PalmFruit,1,1,2020
14,India,14,PalmFruit,1,1,2020
7,China,15,PalmFruit,1,1,2020
10,Latin America,15,PalmFruit,1,1,2020
11,Southeast Asia,15,PalmFruit,1,1,2020
14,India,15,PalmFruit,1,1,2020
7,China,16,PalmFruit,1,1,2020
10,Latin America,16,PalmFruit,1,1,2020
11,Southeast Asia,16,PalmFruit,1,1,2020
14,India,16,PalmFruit,1,1,2020
10,Latin America,17,PalmFruit,1,1,2020
10,Latin America,18,PalmFruit,1,1,2020
5,Australia_NZ,1,Pasture,1,1,2020
8,Middle East,1,Pasture,1,1,2020
9,Africa,1,Pasture,1,1,2020
10,Latin America,1,Pasture,1,1,2020
11,Southeast Asia,1,Pasture,1,1,2020
14,India,1,Pasture,1,1,2020
5,Australia_NZ,2,Pasture,1,1,2020
8,Middle East,2,Pasture,1,1,2020
9,Africa,2,Pasture,1,1,2020
10,Latin America,2,Pasture,1,1,2020
14,India,2,Pasture,1,1,2020
5,Australia_NZ,3,Pasture,1,1,2020
8,Middle East,3,Pasture,1,1,2020
9,Africa,3,Pasture,1,1,2020
10,Latin America,3,Pasture,1,1,2020
11,Southeast Asia,3,Pasture,1,1,2020
14,India,3,Pasture,1,1,2020
3,Western Europe,4,Pasture,1,1,2020
5,Australia_NZ,4,Pasture,1,1,2020
7,China,4,Pasture,1,1,2020
9,Africa,4,Pasture,1,1,2020
10,Latin America,4,Pasture,1,1,2020
11,Southeast Asia,4,Pasture,1,1,2020
14,India,4,Pasture,1,1,2020
5,Australia_NZ,5,Pasture,1,1,2020
7,China,5,Pasture,1,1,2020
9,Africa,5,Pasture,1,1,2020
10,Latin America,5,Pasture,1,1,2020
11,Southeast Asia,5,Pasture,1,1,2020
14,India,5,Pasture,1,1,2020
5,Australia_NZ,6,Pasture,1,1,2020
7,China,6,Pasture,1,1,2020
9,Africa,6,Pasture,1,1,2020
10,Latin America,6,Pasture,1,1,2020
11,Southeast Asia,6,Pasture,1,1,2020
14,India,6,Pasture,1,1,2020
1,USA,7,Pasture,1,1,2020
2,Canada,7,Pasture,1,1,2020
3,Western Europe,7,Pasture,1,1,2020
5,Australia_NZ,7,Pasture,1,1,2020
6,Former Soviet Union,7,Pasture,1,1,2020
7,China,7,Pasture,1,1,2020
8,Middle East,7,Pasture,1,1,2020
9,Africa,7,Pasture,1,1,2020
10,Latin America,7,Pasture,1,1,2020
11,Southeast Asia,7,Pasture,1,1,2020
14,India,7,Pasture,1,1,2020
1,USA,8,Pasture,1,1,2020
2,Canada,8,Pasture,1,1,2020
3,Western Europe,8,Pasture,1,1,2020
5,Australia_NZ,8,Pasture,1,1,2020
6,Former Soviet Union,8,Pasture,1,1,2020
7,China,8,Pasture,1,1,2020
8,Middle East,8,Pasture,1,1,2020
9,Africa,8,Pasture,1,1,2020
10,Latin America,8,Pasture,1,1,2020
11,Southeast Asia,8,Pasture,1,1,2020
12,Eastern Europe,8,Pasture,1,1,2020
14,India,8,Pasture,1,1,2020
1,USA,9,Pasture,1,1,2020
2,Canada,9,Pasture,1,1,2020
3,Western Europe,9,Pasture,1,1,2020
4,Japan,9,Pasture,1,1,2020
5,Australia_NZ,9,Pasture,1,1,2020
6,Former Soviet Union,9,Pasture,1,1,2020
7,China,9,Pasture,1,1,2020
8,Middle East,9,Pasture,1,1,2020
9,Africa,9,Pasture,1,1,2020
10,Latin America,9,Pasture,1,1,2020
11,Southeast Asia,9,Pasture,1,1,2020
12,Eastern Europe,9,Pasture,1,1,2020
14,India,9,Pasture,1,1,2020
1,USA,10,Pasture,1,1,2020
2,Canada,10,Pasture,1,1,2020
3,Western Europe,10,Pasture,1,1,2020
4,Japan,10,Pasture,1,1,2020
5,Australia_NZ,10,Pasture,1,1,2020
6,Former Soviet Union,10,Pasture,1,1,2020
7,China,10,Pasture,1,1,2020
8,Middle East,10,Pasture,1,1,2020
9,Africa,10,Pasture,1,1,2020
10,Latin America,10,Pasture,1,1,2020
11,Southeast Asia,10,Pasture,1,1,2020
12,Eastern Europe,10,Pasture,1,1,2020
13,Korea,10,Pasture,1,1,2020
14,India,10,Pasture,1,1,2020
1,USA,11,Pasture,1,1,2020
2,Canada,11,Pasture,1,1,2020
3,Western Europe,11,Pasture,1,1,2020
4,Japan,11,Pasture,1,1,2020
5,Australia_NZ,11,Pasture,1,1,2020
6,Former Soviet Union,11,Pasture,1,1,2020
7,China,11,Pasture,1,1,2020
9,Africa,11,Pasture,1,1,2020
10,Latin America,11,Pasture,1,1,2020
11,Southeast Asia,11,Pasture,1,1,2020
12,Eastern Europe,11,Pasture,1,1,2020
13,Korea,11,Pasture,1,1,2020
14,India,11,Pasture,1,1,2020
1,USA,12,Pasture,1,1,2020
3,Western Europe,12,Pasture,1,1,2020
4,Japan,12,Pasture,1,1,2020
5,Australia_NZ,12,Pasture,1,1,2020
6,Former Soviet Union,12,Pasture,1,1,2020
7,China,12,Pasture,1,1,2020
9,Africa,12,Pasture,1,1,2020
10,Latin America,12,Pasture,1,1,2020
11,Southeast Asia,12,Pasture,1,1,2020
12,Eastern Europe,12,Pasture,1,1,2020
14,India,12,Pasture,1,1,2020
1,USA,13,Pasture,1,1,2020
2,Canada,13,Pasture,1,1,2020
3,Western Europe,13,Pasture,1,1,2020
6,Former Soviet Union,13,Pasture,1,1,2020
7,China,13,Pasture,1,1,2020
10,Latin America,13,Pasture,1,1,2020
11,Southeast Asia,13,Pasture,1,1,2020
14,India,13,Pasture,1,1,2020
1,USA,14,Pasture,1,1,2020
2,Canada,14,Pasture,1,1,2020
3,Western Europe,14,Pasture,1,1,2020
6,Former Soviet Union,14,Pasture,1,1,2020
7,China,14,Pasture,1,1,2020
10,Latin America,14,Pasture,1,1,2020
11,Southeast Asia,14,Pasture,1,1,2020
14,India,14,Pasture,1,1,2020
1,USA,15,Pasture,1,1,2020
2,Canada,15,Pasture,1,1,2020
3,Western Europe,15,Pasture,1,1,2020
4,Japan,15,Pasture,1,1,2020
5,Australia_NZ,15,Pasture,1,1,2020
6,Former Soviet Union,15,Pasture,1,1,2020
7,China,15,Pasture,1,1,2020
10,Latin America,15,Pasture,1,1,2020
11,Southeast Asia,15,Pasture,1,1,2020
12,Eastern Europe,15,Pasture,1,1,2020
14,India,15,Pasture,1,1,2020
1,USA,16,Pasture,1,1,2020
2,Canada,16,Pasture,1,1,2020
3,Western Europe,16,Pasture,1,1,2020
5,Australia_NZ,16,Pasture,1,1,2020
6,Former Soviet Union,16,Pasture,1,1,2020
7,China,16,Pasture,1,1,2020
10,Latin America,16,Pasture,1,1,2020
11,Southeast Asia,16,Pasture,1,1,2020
12,Eastern Europe,16,Pasture,1,1,2020
14,India,16,Pasture,1,1,2020
5,Australia_NZ,17,Pasture,1,1,2020
7,China,17,Pasture,1,1,2020
10,Latin America,17,Pasture,1,1,2020
10,Latin America,18,Pasture,1,1,2020
5,Australia_NZ,1,Rice,1,1,2020
8,Middle East,1,Rice,1,1,2020
9,Africa,1,Rice,1,1,2020
10,Latin America,1,Rice,1,1,2020
11,Southeast Asia,1,Rice,1,1,2020
14,India,1,Rice,1,1,2020
5,Australia_NZ,2,Rice,1,1,2020
8,Middle East,2,Rice,1,1,2020
9,Africa,2,Rice,1,1,2020
10,Latin America,2,Rice,1,1,2020
14,India,2,Rice,1,1,2020
5,Australia_NZ,3,Rice,1,1,2020
8,Middle East,3,Rice,1,1,2020
9,Africa,3,Rice,1,1,2020
10,Latin America,3,Rice,1,1,2020
11,Southeast Asia,3,Rice,1,1,2020
14,India,3,Rice,1,1,2020
3,Western Europe,4,Rice,1,1,2020
5,Australia_NZ,4,Rice,1,1,2020
7,China,4,Rice,1,1,2020
9,Africa,4,Rice,1,1,2020
10,Latin America,4,Rice,1,1,2020
11,Southeast Asia,4,Rice,1,1,2020
14,India,4,Rice,1,1,2020
5,Australia_NZ,5,Rice,1,1,2020
7,China,5,Rice,1,1,2020
9,Africa,5,Rice,1,1,2020
10,Latin America,5,Rice,1,1,2020
11,Southeast Asia,5,Rice,1,1,2020
14,India,5,Rice,1,1,2020
5,Australia_NZ,6,Rice,1,1,2020
7,China,6,Rice,1,1,2020
9,Africa,6,Rice,1,1,2020
10,Latin America,6,Rice,1,1,2020
11,Southeast Asia,6,Rice,1,1,2020
14,India,6,Rice,1,1,2020
1,USA,7,Rice,1,1,2020
2,Canada,7,Rice,1,1,2020
3,Western Europe,7,Rice,1,1,2020
